transaction_id,event_id,timestamp,booth_id,item,item_category,price,quantity,payment_type
TX000759,EVT0002,3/1/25 19:44,BTH001,Hard Seltzer,Alcohol,8,1,Cash
TX000760,EVT0002,3/1/25 20:03,BTH007,Pretzel,Snack,7,1,Card
TX000761,EVT0002,3/1/25 20:36,BTH012,Nachos,Snack,9,1,Card
TX000762,EVT0002,3/1/25 20:03,BTH009,Nachos,Snack,9,1,Cash
TX000763,EVT0002,3/1/25 20:29,BTH012,Kombucha,Drink,6,2,Card
TX000764,EVT0002,3/1/25 19:59,BTH003,Kombucha,Drink,6,1,Card
TX000765,EVT0002,3/1/25 20:18,BTH006,Soft Drink,Drink,4,1,Cash
TX000766,EVT0002,3/1/25 19:29,BTH007,Soft Drink,Drink,4,3,Cash
TX000767,EVT0002,3/1/25 19:35,BTH008,Whiskey Shot,Alcohol,9,1,Cash
TX000768,EVT0002,3/1/25 20:35,BTH006,Soft Drink,Drink,4,1,Cash
TX000769,EVT0002,3/1/25 20:32,BTH008,Sliders,Food,14,1,Card
TX000770,EVT0002,3/1/25 19:58,BTH005,Hard Seltzer,Alcohol,8,2,Cash
TX000771,EVT0002,3/1/25 20:56,BTH005,Hard Seltzer,Alcohol,8,3,Cash
TX000772,EVT0002,3/1/25 20:16,BTH004,Kombucha,Drink,6,2,Cash
TX000773,EVT0002,3/1/25 20:46,BTH008,Pretzel,Snack,7,1,Cash
TX000774,EVT0002,3/1/25 20:13,BTH015,Soft Drink,Drink,4,2,Cash
TX000775,EVT0002,3/1/25 20:25,BTH002,Popcorn,Snack,6,1,Cash
TX000776,EVT0002,3/1/25 19:09,BTH014,Nachos,Snack,9,1,Cash
TX000777,EVT0002,3/1/25 18:48,BTH005,Whiskey Shot,Alcohol,9,1,Card
TX000778,EVT0002,3/1/25 20:05,BTH012,Popcorn,Snack,6,1,Card
TX000779,EVT0002,3/1/25 19:52,BTH015,Pretzel,Snack,7,1,Cash
TX000780,EVT0002,3/1/25 21:25,BTH005,Beer - IPA,Alcohol,13,2,Cash
TX000781,EVT0002,3/1/25 21:36,BTH004,Hard Seltzer,Alcohol,8,1,Cash
TX000782,EVT0002,3/1/25 20:04,BTH012,Soft Drink,Drink,4,2,Cash
TX000783,EVT0002,3/1/25 20:38,BTH002,Whiskey Shot,Alcohol,9,3,Card
TX000784,EVT0002,3/1/25 21:23,BTH001,Hard Seltzer,Alcohol,8,2,Card
TX000785,EVT0002,3/1/25 20:53,BTH004,Beer - IPA,Alcohol,13,1,Card
TX000786,EVT0002,3/1/25 19:56,BTH007,Beer - Lager,Alcohol,10,2,Cash
TX000787,EVT0002,3/1/25 20:35,BTH008,Kombucha,Drink,6,1,Card
TX000788,EVT0002,3/1/25 19:41,BTH013,Beer - IPA,Alcohol,13,1,Card
TX000789,EVT0002,3/1/25 19:34,BTH009,Beer - IPA,Alcohol,12,1,Card
TX000790,EVT0002,3/1/25 20:09,BTH011,Nachos,Snack,9,1,Cash
TX000791,EVT0002,3/1/25 20:41,BTH011,Energy Drink,Drink,5,2,Card
TX000792,EVT0002,3/1/25 19:08,BTH006,Popcorn,Snack,6,1,Cash
TX000793,EVT0002,3/1/25 18:19,BTH001,Beer - IPA,Alcohol,13,2,Card
TX000794,EVT0002,3/1/25 20:20,BTH010,Beer - IPA,Alcohol,13,1,Card
TX000795,EVT0002,3/1/25 20:06,BTH012,Soft Drink,Drink,4,1,Card
TX000796,EVT0002,3/1/25 19:31,BTH007,Whiskey Shot,Alcohol,9,2,Card
TX000797,EVT0002,3/1/25 22:14,BTH014,Beer - IPA,Alcohol,12,2,Cash
TX000798,EVT0002,3/1/25 19:25,BTH003,Energy Drink,Drink,5,1,Cash
TX000799,EVT0002,3/1/25 19:56,BTH001,Beer - IPA,Alcohol,12,1,Cash
TX000800,EVT0002,3/1/25 22:04,BTH010,Sliders,Food,14,2,Card
TX000801,EVT0002,3/1/25 19:23,BTH005,Pretzel,Snack,7,1,Cash
TX000802,EVT0002,3/1/25 19:20,BTH009,Beer - IPA,Alcohol,13,2,Cash
TX000803,EVT0002,3/1/25 19:40,BTH014,Whiskey Shot,Alcohol,9,1,Cash
TX000804,EVT0002,3/1/25 20:41,BTH004,Popcorn,Snack,6,1,Card
TX000805,EVT0002,3/1/25 20:32,BTH003,Pretzel,Snack,7,1,Cash
TX000806,EVT0002,3/1/25 19:33,BTH005,Beer - IPA,Alcohol,13,1,Card
TX000807,EVT0002,3/1/25 20:38,BTH012,Beer - IPA,Alcohol,12,2,Cash
TX000808,EVT0002,3/1/25 20:05,BTH010,Popcorn,Snack,6,1,Card
TX000809,EVT0002,3/1/25 21:09,BTH010,Whiskey Shot,Alcohol,9,1,Cash
TX000810,EVT0002,3/1/25 21:47,BTH009,Nachos,Snack,9,1,Cash
TX000811,EVT0002,3/1/25 18:15,BTH007,Beer - Lager,Alcohol,10,1,Card
TX000812,EVT0002,3/1/25 20:21,BTH003,Whiskey Shot,Alcohol,9,1,Cash
TX000813,EVT0002,3/1/25 20:37,BTH015,Pretzel,Snack,7,2,Card
TX000814,EVT0002,3/1/25 20:50,BTH005,Beer - IPA,Alcohol,12,2,Cash
TX000815,EVT0002,3/1/25 19:06,BTH008,Hard Seltzer,Alcohol,8,2,Cash
TX000816,EVT0002,3/1/25 20:03,BTH005,Pretzel,Snack,7,2,Card
TX000817,EVT0002,3/1/25 20:55,BTH011,Popcorn,Snack,6,1,Cash
TX000818,EVT0002,3/1/25 20:51,BTH004,Kombucha,Drink,6,2,Card
TX000819,EVT0002,3/1/25 19:40,BTH002,Beer - IPA,Alcohol,13,1,Cash
TX000820,EVT0002,3/1/25 20:48,BTH003,Popcorn,Snack,6,1,Cash
TX000821,EVT0002,3/1/25 18:02,BTH009,Beer - IPA,Alcohol,13,3,Cash
TX000822,EVT0002,3/1/25 20:51,BTH002,Kombucha,Drink,6,2,Cash
TX000823,EVT0002,3/1/25 19:22,BTH010,Pretzel,Snack,7,2,Card
TX000824,EVT0002,3/1/25 19:18,BTH003,Hard Seltzer,Alcohol,8,1,Cash
TX000825,EVT0002,3/1/25 19:11,BTH008,Whiskey Shot,Alcohol,9,1,Cash
TX000826,EVT0002,3/1/25 19:27,BTH012,Nachos,Snack,9,2,Cash
TX000827,EVT0002,3/1/25 19:07,BTH013,Soft Drink,Drink,4,2,Card
TX000828,EVT0002,3/1/25 19:47,BTH011,Hard Seltzer,Alcohol,8,2,Card
TX000829,EVT0002,3/1/25 20:59,BTH008,Soft Drink,Drink,4,2,Cash
TX000830,EVT0002,3/1/25 20:06,BTH015,Beer - Lager,Alcohol,10,2,Card
TX000831,EVT0002,3/1/25 19:26,BTH014,Beer - IPA,Alcohol,12,1,Card
TX000832,EVT0002,3/1/25 22:32,BTH009,Sliders,Food,14,1,Card
TX000833,EVT0002,3/1/25 18:07,BTH006,Whiskey Shot,Alcohol,9,2,Cash
TX000834,EVT0002,3/1/25 20:42,BTH011,Beer - Lager,Alcohol,10,1,Card
TX000835,EVT0002,3/1/25 20:45,BTH010,Kombucha,Drink,6,1,Cash
TX000836,EVT0002,3/1/25 21:11,BTH015,Beer - Lager,Alcohol,10,2,Cash
TX000837,EVT0002,3/1/25 19:00,BTH008,Beer - IPA,Alcohol,12,1,Card
TX000838,EVT0002,3/1/25 22:20,BTH007,Soft Drink,Drink,4,2,Cash
TX000839,EVT0002,3/1/25 19:27,BTH001,Sliders,Food,14,2,Cash
TX000840,EVT0002,3/1/25 20:54,BTH013,Beer - IPA,Alcohol,13,1,Cash
TX000841,EVT0002,3/1/25 20:02,BTH001,Kombucha,Drink,6,1,Cash
TX000842,EVT0002,3/1/25 20:33,BTH014,Popcorn,Snack,6,1,Card
TX000843,EVT0002,3/1/25 19:34,BTH004,Kombucha,Drink,6,1,Card
TX000844,EVT0002,3/1/25 21:51,BTH007,Beer - IPA,Alcohol,12,3,Cash
TX000845,EVT0002,3/1/25 19:59,BTH002,Kombucha,Drink,6,1,Card
TX000846,EVT0002,3/1/25 20:46,BTH015,Beer - Lager,Alcohol,10,2,Cash
TX000847,EVT0002,3/1/25 19:23,BTH005,Beer - IPA,Alcohol,12,1,Cash
TX000848,EVT0002,3/1/25 21:27,BTH013,Whiskey Shot,Alcohol,9,1,Card
TX000849,EVT0002,3/1/25 19:27,BTH012,Beer - IPA,Alcohol,13,2,Cash
TX000850,EVT0002,3/1/25 19:20,BTH015,Pretzel,Snack,7,1,Cash
TX000851,EVT0002,3/1/25 21:50,BTH014,Energy Drink,Drink,5,1,Cash
TX000852,EVT0002,3/1/25 20:56,BTH002,Nachos,Snack,9,1,Card
TX000853,EVT0002,3/1/25 20:16,BTH014,Beer - IPA,Alcohol,13,2,Cash
TX000854,EVT0002,3/1/25 20:14,BTH003,Beer - Lager,Alcohol,10,1,Cash
TX000855,EVT0002,3/1/25 18:15,BTH003,Soft Drink,Drink,4,1,Card
TX000856,EVT0002,3/1/25 19:55,BTH013,Beer - IPA,Alcohol,12,1,Card
TX000857,EVT0002,3/1/25 19:08,BTH008,Popcorn,Snack,6,2,Cash
TX000858,EVT0002,3/1/25 22:54,BTH007,Soft Drink,Drink,4,1,Card
TX000859,EVT0002,3/1/25 20:03,BTH008,Hard Seltzer,Alcohol,8,2,Cash
TX000860,EVT0002,3/1/25 19:14,BTH005,Whiskey Shot,Alcohol,9,1,Card
TX000861,EVT0002,3/1/25 18:52,BTH013,Kombucha,Drink,6,1,Card
TX000862,EVT0002,3/1/25 20:35,BTH013,Beer - IPA,Alcohol,12,2,Cash
TX000863,EVT0002,3/1/25 20:34,BTH013,Sliders,Food,14,1,Card
TX000864,EVT0002,3/1/25 21:50,BTH004,Hard Seltzer,Alcohol,8,3,Card
TX000865,EVT0002,3/1/25 20:22,BTH010,Beer - Lager,Alcohol,10,1,Card
TX000866,EVT0002,3/1/25 19:45,BTH010,Energy Drink,Drink,5,1,Card
TX000867,EVT0002,3/1/25 21:07,BTH012,Hard Seltzer,Alcohol,8,1,Card
TX000868,EVT0002,3/1/25 20:13,BTH008,Nachos,Snack,9,1,Card
TX000869,EVT0002,3/1/25 18:39,BTH004,Soft Drink,Drink,4,2,Card
TX000870,EVT0002,3/1/25 21:22,BTH009,Whiskey Shot,Alcohol,9,1,Cash
TX000871,EVT0002,3/1/25 20:45,BTH014,Hard Seltzer,Alcohol,8,3,Cash
TX000872,EVT0002,3/1/25 20:08,BTH010,Sliders,Food,14,2,Cash
TX000873,EVT0002,3/1/25 22:13,BTH005,Hard Seltzer,Alcohol,8,2,Card
TX000874,EVT0002,3/1/25 19:54,BTH009,Beer - IPA,Alcohol,13,1,Card
TX000875,EVT0002,3/1/25 20:51,BTH005,Nachos,Snack,9,1,Cash
TX000876,EVT0002,3/1/25 20:35,BTH009,Beer - IPA,Alcohol,12,1,Card
TX000877,EVT0002,3/1/25 19:32,BTH011,Beer - IPA,Alcohol,13,1,Cash
TX000878,EVT0002,3/1/25 19:10,BTH008,Soft Drink,Drink,4,1,Card
TX000879,EVT0002,3/1/25 19:13,BTH011,Pretzel,Snack,7,2,Cash
TX000880,EVT0002,3/1/25 18:03,BTH006,Soft Drink,Drink,4,2,Cash
TX000881,EVT0002,3/1/25 21:45,BTH003,Nachos,Snack,9,1,Cash
TX000882,EVT0002,3/1/25 22:54,BTH003,Nachos,Snack,9,1,Cash
TX000883,EVT0002,3/1/25 21:47,BTH014,Hard Seltzer,Alcohol,8,1,Card
TX000884,EVT0002,3/1/25 20:45,BTH014,Popcorn,Snack,6,2,Card
TX000885,EVT0002,3/1/25 20:04,BTH015,Energy Drink,Drink,5,1,Card
TX000886,EVT0002,3/1/25 19:43,BTH007,Soft Drink,Drink,4,1,Cash
TX000887,EVT0002,3/1/25 18:08,BTH009,Soft Drink,Drink,4,2,Card
TX000888,EVT0002,3/1/25 21:23,BTH004,Nachos,Snack,9,3,Cash
TX000889,EVT0002,3/1/25 18:22,BTH006,Hard Seltzer,Alcohol,8,1,Card
TX000890,EVT0002,3/1/25 19:11,BTH014,Energy Drink,Drink,5,1,Cash
TX000891,EVT0002,3/1/25 19:18,BTH009,Beer - Lager,Alcohol,10,2,Card
TX000892,EVT0002,3/1/25 20:39,BTH005,Beer - IPA,Alcohol,12,3,Cash
TX000893,EVT0002,3/1/25 20:56,BTH010,Beer - IPA,Alcohol,13,2,Card
TX000894,EVT0002,3/1/25 19:06,BTH004,Beer - Lager,Alcohol,10,1,Card
TX000895,EVT0002,3/1/25 19:11,BTH004,Energy Drink,Drink,5,1,Cash
TX000896,EVT0002,3/1/25 20:01,BTH015,Popcorn,Snack,6,1,Card
TX000897,EVT0002,3/1/25 20:40,BTH015,Hard Seltzer,Alcohol,8,1,Card
TX000898,EVT0002,3/1/25 20:05,BTH002,Kombucha,Drink,6,2,Cash
TX000899,EVT0002,3/1/25 18:11,BTH012,Hard Seltzer,Alcohol,8,2,Card
TX000900,EVT0002,3/1/25 21:18,BTH015,Nachos,Snack,9,1,Card
TX000901,EVT0002,3/1/25 22:28,BTH006,Soft Drink,Drink,4,1,Cash
TX000902,EVT0002,3/1/25 20:13,BTH008,Nachos,Snack,9,2,Cash
TX000903,EVT0002,3/1/25 19:55,BTH005,Popcorn,Snack,6,1,Cash
TX000904,EVT0002,3/1/25 20:48,BTH015,Soft Drink,Drink,4,1,Cash
TX000905,EVT0002,3/1/25 19:42,BTH002,Energy Drink,Drink,5,2,Cash
TX000906,EVT0002,3/1/25 19:38,BTH015,Pretzel,Snack,7,2,Card
TX000907,EVT0002,3/1/25 20:41,BTH006,Pretzel,Snack,7,1,Cash
TX000908,EVT0002,3/1/25 21:08,BTH010,Beer - IPA,Alcohol,12,2,Card
TX000909,EVT0002,3/1/25 19:16,BTH003,Kombucha,Drink,6,1,Card
TX000910,EVT0002,3/1/25 19:38,BTH009,Popcorn,Snack,6,1,Cash
TX000911,EVT0002,3/1/25 18:10,BTH003,Popcorn,Snack,6,1,Card
TX000912,EVT0002,3/1/25 20:45,BTH004,Pretzel,Snack,7,1,Cash
TX000913,EVT0002,3/1/25 19:18,BTH014,Sliders,Food,14,1,Card
TX000914,EVT0002,3/1/25 21:52,BTH009,Energy Drink,Drink,5,1,Cash
TX000915,EVT0002,3/1/25 20:32,BTH013,Popcorn,Snack,6,2,Cash
TX000916,EVT0002,3/1/25 22:57,BTH011,Kombucha,Drink,6,2,Cash
TX000917,EVT0002,3/1/25 21:45,BTH003,Energy Drink,Drink,5,1,Cash
TX000918,EVT0002,3/1/25 19:22,BTH003,Whiskey Shot,Alcohol,9,1,Cash
TX000919,EVT0002,3/1/25 21:17,BTH015,Whiskey Shot,Alcohol,9,1,Card
TX000920,EVT0002,3/1/25 19:35,BTH001,Soft Drink,Drink,4,1,Card
TX000921,EVT0002,3/1/25 19:27,BTH001,Beer - IPA,Alcohol,13,1,Card
TX000922,EVT0002,3/1/25 21:11,BTH003,Nachos,Snack,9,1,Card
TX000923,EVT0002,3/1/25 19:38,BTH012,Beer - Lager,Alcohol,10,1,Card
TX000924,EVT0002,3/1/25 20:09,BTH004,Beer - IPA,Alcohol,12,1,Cash
TX000925,EVT0002,3/1/25 20:09,BTH001,Pretzel,Snack,7,1,Cash
TX000926,EVT0002,3/1/25 19:08,BTH008,Beer - IPA,Alcohol,13,2,Card
TX000927,EVT0002,3/1/25 21:19,BTH009,Beer - IPA,Alcohol,12,2,Cash
TX000928,EVT0002,3/1/25 20:28,BTH001,Beer - IPA,Alcohol,12,1,Cash
TX000929,EVT0002,3/1/25 20:39,BTH005,Soft Drink,Drink,4,2,Card
TX000930,EVT0002,3/1/25 20:11,BTH014,Soft Drink,Drink,4,1,Cash
TX000931,EVT0002,3/1/25 20:44,BTH002,Whiskey Shot,Alcohol,9,1,Card
TX000932,EVT0002,3/1/25 21:48,BTH003,Soft Drink,Drink,4,1,Card
TX000933,EVT0002,3/1/25 20:23,BTH010,Hard Seltzer,Alcohol,8,2,Cash
TX000934,EVT0002,3/1/25 21:53,BTH005,Pretzel,Snack,7,2,Cash
TX000935,EVT0002,3/1/25 20:44,BTH006,Beer - Lager,Alcohol,10,1,Cash
TX000936,EVT0002,3/1/25 19:57,BTH010,Energy Drink,Drink,5,1,Card
TX000937,EVT0002,3/1/25 19:31,BTH004,Kombucha,Drink,6,2,Cash
TX000938,EVT0002,3/1/25 21:14,BTH014,Beer - IPA,Alcohol,13,2,Card
TX000939,EVT0002,3/1/25 18:10,BTH014,Beer - IPA,Alcohol,13,1,Card
TX000940,EVT0002,3/1/25 19:56,BTH007,Beer - Lager,Alcohol,10,1,Cash
TX000941,EVT0002,3/1/25 19:23,BTH009,Nachos,Snack,9,1,Cash
TX000942,EVT0002,3/1/25 19:36,BTH011,Beer - IPA,Alcohol,12,2,Card
TX000943,EVT0002,3/1/25 18:00,BTH003,Kombucha,Drink,6,1,Card
TX000944,EVT0002,3/1/25 19:28,BTH014,Energy Drink,Drink,5,1,Cash
TX000945,EVT0002,3/1/25 19:34,BTH013,Beer - IPA,Alcohol,13,1,Cash
TX000946,EVT0002,3/1/25 18:10,BTH014,Sliders,Food,14,1,Card
TX000947,EVT0002,3/1/25 20:04,BTH015,Soft Drink,Drink,4,1,Card
TX000948,EVT0002,3/1/25 21:55,BTH004,Hard Seltzer,Alcohol,8,3,Cash
TX000949,EVT0002,3/1/25 20:03,BTH001,Popcorn,Snack,6,1,Card
TX000950,EVT0002,3/1/25 22:29,BTH015,Beer - IPA,Alcohol,13,1,Cash
TX000951,EVT0002,3/1/25 20:10,BTH010,Soft Drink,Drink,4,1,Card
TX000952,EVT0002,3/1/25 18:45,BTH015,Whiskey Shot,Alcohol,9,1,Cash
TX000953,EVT0002,3/1/25 19:41,BTH004,Beer - IPA,Alcohol,12,1,Card
TX000954,EVT0002,3/1/25 19:14,BTH014,Kombucha,Drink,6,1,Cash
TX000955,EVT0002,3/1/25 19:57,BTH005,Beer - Lager,Alcohol,10,1,Card
TX000956,EVT0002,3/1/25 22:36,BTH004,Sliders,Food,14,1,Cash
TX000957,EVT0002,3/1/25 20:17,BTH015,Beer - IPA,Alcohol,13,2,Cash
TX000958,EVT0002,3/1/25 22:12,BTH013,Nachos,Snack,9,2,Card
TX000959,EVT0002,3/1/25 19:16,BTH012,Kombucha,Drink,6,1,Card
TX000960,EVT0003,3/1/25 19:36,BTH012,Soft Drink,Drink,4,1,Cash
TX000961,EVT0003,3/1/25 19:44,BTH002,Kombucha,Drink,12,2,Cash
TX000962,EVT0003,3/1/25 20:50,BTH014,Mocktail,Drink,8,1,Card
TX000963,EVT0003,3/1/25 20:44,BTH010,Pretzel,Snack,7,1,Cash
TX000964,EVT0003,3/1/25 18:45,BTH001,Pretzel,Snack,7,2,Cash
TX000965,EVT0003,3/1/25 18:10,BTH008,Energy Drink,Drink,5,1,Card
TX000966,EVT0003,3/1/25 19:27,BTH009,Pretzel,Snack,7,1,Cash
TX000967,EVT0003,3/1/25 22:12,BTH003,Nachos,Snack,9,2,Cash
TX000968,EVT0003,3/1/25 19:50,BTH013,Kombucha,Drink,10,2,Cash
TX000969,EVT0003,3/1/25 20:17,BTH012,Mocktail,Drink,8,2,Card
TX000970,EVT0003,3/1/25 19:57,BTH005,Mocktail,Drink,10,1,Card
TX000971,EVT0003,3/1/25 20:07,BTH012,Nachos,Snack,9,1,Card
TX000972,EVT0003,3/1/25 19:35,BTH007,Kombucha,Drink,6,3,Cash
TX000973,EVT0003,3/1/25 18:26,BTH002,Pretzel,Snack,7,3,Card
TX000974,EVT0003,3/1/25 20:44,BTH005,Beer - IPA,Alcohol,12,1,Cash
TX000975,EVT0003,3/1/25 18:53,BTH013,Pretzel,Snack,7,2,Cash
TX000976,EVT0003,3/1/25 18:16,BTH003,Kombucha,Drink,10,2,Card
TX000977,EVT0003,3/1/25 19:57,BTH007,Mocktail,Drink,9,3,Cash
TX000978,EVT0003,3/1/25 18:18,BTH009,Soft Drink,Drink,4,1,Cash
TX000979,EVT0003,3/1/25 18:51,BTH001,Kombucha,Drink,10,2,Card
TX000980,EVT0003,3/1/25 19:57,BTH009,Pretzel,Snack,7,1,Card
TX000981,EVT0003,3/1/25 19:23,BTH010,Sliders,Food,14,1,Cash
TX000982,EVT0003,3/1/25 19:56,BTH001,Nachos,Snack,9,1,Cash
TX000983,EVT0003,3/1/25 20:52,BTH007,Nachos,Snack,9,3,Card
TX000984,EVT0003,3/1/25 19:50,BTH015,Kombucha,Drink,6,2,Card
TX000985,EVT0003,3/1/25 19:06,BTH009,Sliders,Food,14,3,Card
TX000986,EVT0003,3/1/25 18:08,BTH007,Beer - IPA,Alcohol,13,1,Card
TX000987,EVT0003,3/1/25 18:16,BTH005,Mocktail,Drink,9,2,Cash
TX000988,EVT0003,3/1/25 20:18,BTH008,Popcorn,Snack,6,1,Card
TX000989,EVT0003,3/1/25 18:04,BTH003,Mocktail,Drink,10,1,Cash
TX000990,EVT0003,3/1/25 19:30,BTH007,Popcorn,Snack,6,2,Cash
TX000991,EVT0003,3/1/25 20:21,BTH013,Energy Drink,Drink,5,2,Card
TX000992,EVT0003,3/1/25 20:53,BTH005,Pretzel,Snack,7,1,Card
TX000993,EVT0003,3/1/25 19:20,BTH011,Kombucha,Drink,6,1,Cash
TX000994,EVT0003,3/1/25 20:23,BTH010,Sliders,Food,14,2,Card
TX000995,EVT0003,3/1/25 19:29,BTH002,Energy Drink,Drink,5,1,Card
TX000996,EVT0003,3/1/25 22:07,BTH001,Popcorn,Snack,6,3,Cash
TX000997,EVT0003,3/1/25 18:29,BTH014,Pretzel,Snack,7,1,Cash
TX000998,EVT0003,3/1/25 20:24,BTH008,Pretzel,Snack,7,2,Cash
TX000999,EVT0003,3/1/25 18:12,BTH014,Nachos,Snack,9,2,Card
TX001000,EVT0003,3/1/25 20:08,BTH006,Popcorn,Snack,6,2,Card
TX001001,EVT0003,3/1/25 20:01,BTH006,Energy Drink,Drink,5,1,Card
TX001002,EVT0003,3/1/25 19:33,BTH006,Nachos,Snack,9,1,Cash
TX001003,EVT0003,3/1/25 19:29,BTH012,Kombucha,Drink,6,1,Cash
TX001004,EVT0003,3/1/25 19:07,BTH013,Sliders,Food,14,1,Card
TX001005,EVT0003,3/1/25 20:44,BTH007,Pretzel,Snack,7,2,Cash
TX001006,EVT0003,3/1/25 18:18,BTH006,Nachos,Snack,9,1,Card
TX001007,EVT0003,3/1/25 18:39,BTH004,Sliders,Food,14,1,Card
TX001008,EVT0003,3/1/25 20:59,BTH013,Kombucha,Drink,13,2,Card
TX001009,EVT0003,3/1/25 18:01,BTH008,Kombucha,Drink,6,2,Card
TX001010,EVT0003,3/1/25 19:30,BTH013,Energy Drink,Drink,5,1,Cash
TX001011,EVT0003,3/1/25 18:07,BTH002,Kombucha,Drink,6,1,Cash
TX001012,EVT0003,3/1/25 18:54,BTH008,Kombucha,Drink,13,3,Card
TX001013,EVT0003,3/1/25 19:52,BTH005,Kombucha,Drink,13,2,Card
TX001014,EVT0003,3/1/25 19:29,BTH011,Popcorn,Snack,6,3,Card
TX001015,EVT0003,3/1/25 19:52,BTH007,Kombucha,Drink,6,1,Cash
TX001016,EVT0003,3/1/25 20:30,BTH008,Kombucha,Drink,10,2,Cash
TX001017,EVT0003,3/1/25 19:09,BTH007,Sliders,Food,14,1,Cash
TX001018,EVT0003,3/1/25 19:51,BTH001,Soft Drink,Drink,4,2,Cash
TX001019,EVT0003,3/1/25 19:49,BTH015,Kombucha,Drink,6,2,Card
TX001020,EVT0003,3/1/25 20:23,BTH013,Mocktail,Drink,10,1,Card
TX001021,EVT0003,3/1/25 19:03,BTH011,Beer - IPA,Alcohol,13,1,Cash
TX001022,EVT0003,3/1/25 20:17,BTH011,Mocktail,Drink,9,1,Card
TX001023,EVT0003,3/1/25 18:33,BTH011,Sliders,Food,14,1,Cash
TX001024,EVT0003,3/1/25 19:10,BTH013,Pretzel,Snack,7,1,Cash
TX001025,EVT0003,3/1/25 19:56,BTH001,Mocktail,Drink,10,1,Card
TX001026,EVT0003,3/1/25 19:25,BTH004,Popcorn,Snack,6,2,Card
TX001027,EVT0003,3/1/25 19:16,BTH006,Energy Drink,Drink,5,1,Cash
TX001028,EVT0003,3/1/25 20:40,BTH013,Energy Drink,Drink,5,1,Card
TX001029,EVT0003,3/1/25 21:28,BTH001,Pretzel,Snack,7,3,Cash
TX001030,EVT0003,3/1/25 20:42,BTH005,Mocktail,Drink,10,1,Cash
TX001031,EVT0003,3/1/25 20:43,BTH002,Mocktail,Drink,10,1,Card
TX001032,EVT0003,3/1/25 21:50,BTH005,Pretzel,Snack,7,1,Cash
TX001033,EVT0003,3/1/25 21:47,BTH013,Energy Drink,Drink,5,3,Card
TX001034,EVT0003,3/1/25 19:16,BTH008,Soft Drink,Drink,4,2,Cash
TX001035,EVT0003,3/1/25 19:32,BTH002,Energy Drink,Drink,5,3,Cash
TX001036,EVT0003,3/1/25 20:54,BTH012,Kombucha,Drink,6,1,Cash
TX001037,EVT0003,3/1/25 18:20,BTH002,Pretzel,Snack,7,2,Cash
TX001038,EVT0003,3/1/25 18:23,BTH013,Kombucha,Drink,12,2,Card
TX001039,EVT0003,3/1/25 21:46,BTH014,Kombucha,Drink,12,3,Cash
TX001040,EVT0003,3/1/25 18:19,BTH002,Kombucha,Drink,13,2,Card
TX001041,EVT0003,3/1/25 19:41,BTH004,Kombucha,Drink,6,1,Card
TX001042,EVT0003,3/1/25 19:38,BTH003,Soft Drink,Drink,4,1,Cash
TX001043,EVT0003,3/1/25 19:46,BTH007,Soft Drink,Drink,4,1,Cash
TX001044,EVT0003,3/1/25 19:34,BTH013,Mocktail,Drink,8,1,Cash
TX001045,EVT0003,3/1/25 18:40,BTH003,Beer - IPA,Alcohol,13,1,Card
TX001046,EVT0003,3/1/25 19:35,BTH011,Kombucha,Drink,13,2,Cash
TX001047,EVT0003,3/1/25 18:08,BTH001,Nachos,Snack,9,2,Card
TX001048,EVT0003,3/1/25 20:21,BTH010,Energy Drink,Drink,5,1,Cash
TX001049,EVT0003,3/1/25 19:44,BTH001,Nachos,Snack,9,1,Card
TX001050,EVT0003,3/1/25 19:07,BTH005,Mocktail,Drink,8,2,Card
TX001051,EVT0003,3/1/25 20:27,BTH002,Sliders,Food,14,3,Card
TX001052,EVT0003,3/1/25 18:27,BTH006,Pretzel,Snack,7,2,Card
TX001053,EVT0003,3/1/25 18:35,BTH002,Energy Drink,Drink,5,1,Cash
TX001054,EVT0003,3/1/25 18:12,BTH014,Beer - IPA,Alcohol,13,1,Cash
TX001055,EVT0003,3/1/25 18:09,BTH011,Soft Drink,Drink,4,1,Cash
TX001056,EVT0003,3/1/25 18:09,BTH007,Sliders,Food,14,1,Cash
TX001057,EVT0003,3/1/25 19:23,BTH002,Sliders,Food,14,2,Cash
TX001058,EVT0003,3/1/25 20:13,BTH014,Pretzel,Snack,7,1,Cash
TX001059,EVT0003,3/1/25 19:46,BTH003,Sliders,Food,14,1,Cash
TX001060,EVT0003,3/1/25 21:51,BTH010,Sliders,Food,14,1,Card
TX001061,EVT0003,3/1/25 19:35,BTH003,Beer - IPA,Alcohol,13,1,Cash
TX001062,EVT0003,3/1/25 19:00,BTH004,Mocktail,Drink,10,1,Cash
TX001063,EVT0003,3/1/25 20:46,BTH003,Mocktail,Drink,10,1,Cash
TX001064,EVT0003,3/1/25 18:11,BTH003,Kombucha,Drink,6,1,Cash
TX001065,EVT0003,3/1/25 18:58,BTH010,Nachos,Snack,9,1,Card
TX001066,EVT0003,3/1/25 19:36,BTH007,Sliders,Food,14,1,Cash
TX001067,EVT0003,3/1/25 18:52,BTH008,Mocktail,Drink,9,1,Card
TX001068,EVT0003,3/1/25 20:06,BTH003,Soft Drink,Drink,4,1,Cash
TX001069,EVT0003,3/1/25 19:15,BTH003,Popcorn,Snack,6,1,Card
